CO_UNIDADE;NO_UNIDADE
2278;AQUIRI, AC
2279;BAIRRO CEU AZUL, MG
2281;PEDRO LUDOVICO, GO
2283;SERTAO SANTANA, RS
2284;MONTE BELO, RS
2286;PALACIO DO PLANALTO, DF
2287;MIRANDOPOLIS, SP
2289;MOZART SOARES, GO
2295;CIDADE VERDE, MT
2296;ACESITA, MG
2297;AV IMPERADOR, SP
2298;GERDAU, MG
2301;TRF BRASILIA, DF
2302;FORUM DE TAGUATINGA
2304;CASAPARK SHOPPING, DF
2307;POPULAR, GO
2310;HOSPITAL UNIVERSITARIO, ES
2313;ATENAS PAULISTA, SP
2317;JUSTICA FEDERAL CUIABA, MT
2319;FORUM CAMPO GRANDE, MS
2320;FORO TRABALHISTA, MS
2322;TRES COLINAS, SP
2323;DEPARTAMENTO DE POLICIA FEDERAL, MG
2324;TINDIBA, RJ
2328;LIFE CENTER, MG
2332;IPATINGA, MG
2333;CMBH, MG
2335;JARDIM PRIMAVERA, RJ
2336;TRT 3A REGIAO BELO HORIZONTE, MG
2338;JUSTICA FEDERAL BELEM, PA
2341;TAQUARICHIM, SP
2342;HOLAMBRA, SP
2344;CAMPO DE SANTANA, RJ
2346;BOA VIAGEM, PE
2347;ITAPARK, SP
2348;ILHA DO LEITE, PE
2349;TRT - 6A REGIAO
2352;SAO SEBASTIAO DA GRAMA, SP
2353;JARDIM TIETE, SP
2356;DEZESSEIS DE DEZEMBRO, SP
2358;JUSTICA FEDERAL JOINVILLE, SC
2362;CAPIVARI DE BAIXO, SC
2363;TAILANDIA, PA
2364;FEDERACAO DO COMERCIO
2368;VILA LIVIERO, SP
2369;JUSTICA DO TRABALHO LAGES, SC
2370;JUSTICA FEDERAL FLORIANOPOLIS, SC
2374;GERMANIA, SC
2375;TRT 12A REGIAO FLORIANOPOLIS, SC
2376;SEPETIBA, RJ
2380;TERRA DA LIBERDADE, RN
2381;SISTEMA FIEMG, MG
2382;DISTRITO INDUSTRIAL, SE
2383;NOVA ALIANCA, SP
2384;JUSTICA FEDERAL UBERABA, MG
2385;RIACHO GRANDE, SP
2387;PRESIDENTE VARGAS, RJ
2391;GRUTA DE LOURDES, AL
2392;JATIUCA, AL
2393;TOMAS ESPINDOLA, AL
2394;JUSTICA FEDERAL MACEIO, AL
2396;CIDADE DE PRESIDENTE KENNEDY, ES
2397;JUSTICA DO TRABALHO ARACATUBA, SP
2398;DETRAN, AL
2399;TAGUASUL, DF
2403;BRASILIA SHOPPING, DF
2404;SHOPPING MIRAMAR, AL
2405;SHOPPING RIOMAR, SE
2407;SIA, DF
2418;POLICIA FEDERAL
2419;MARIANO PROCOPIO, MG
2423;MERCADO SAO SEBASTIAO, RJ
2426;ITACOLOMI, MG
2427;ALIPIO DE MELO, MG
2432;VILA RICA, MG
2433;FIESC, SC
2436;ASSEMBLEIA LEGISLATIVA DE SC
2437;VALPARAISO, GO
2439;DOCA, PA
2440;BENTO FERREIRA, ES
2442;TIMON, MA
2444;CENTRO ADMINISTRATIVO, GO
2446;CUSTODIA, PE
2448;AUGUSTO MAYNARD, SE
2458;CORPORATE CENTER, DF
2462;JUSTICA DO TRABALHO DIVINOPOLIS, MG
2464;CAPELA NOVA, MG
2470;JCJ DE SETE LAGOAS
2472;CURSINO, SP
2475;CANAAN, MG
2481;CREA, SC
2482;PREF MUN ITAPEMA, SC
2484;AGUA FRIA, SP
2485;AERO RANCHO, MS
2490;TCU BRASILIA, DF
2491;CATEDRAL, DF
2494;SERGIO PACHECO, MG
2499;FORUM MARINGA, PR
2501;RUA DA ALFANDEGA, RJ
2502;PREFEITURA MUNICIPAL NATAL, RN
2503;FINDES, ES
2510;GOVERNO SUL DE GOIAS
2511;GOVERNO NORTE DE GOIAS
2512;EMPRESARIAL GOIANIA, GO
2513;PLATAFORMA HABITACAO SUL DE GOIAS
2514;PLATAFORMA HABITACAO NORTE DE GOIAS
2515;EMPRESARIAL PORTO ALEGRE, RS
2516;PLATAFORMA HABITACAO VALE DOS SINOS
2517;CAMARA MUNICIPAL DE BELEM
2518;PLATAFORMA HABITACAO NORTE GAUCHO
2519;HALFELD, MG
2521;JARDIM ITAPOA, ES
2524;BENTA PEREIRA, RJ
2525;PALMAS DE TOCANTINS, TO
2527;EXECUCOES FISCAIS, SP
2535;FORUM CIVEL DE GOIANIA, GO
2538;GRANDE RIO, RJ
2540;CATARATAS, PR
2542;JUSTICA DO TRABALHO SAO JOSE, SC
2544;BETANIA DO PAJEU
2546;ITAMARACA, PE
2548;SANHARO, PE
2549;CERET MOSSORO,RN
2551;TORITAMA, PE
2553;NOVO MUNDO, PR
2554;JUSTICA FEDERAL CAMPINAS, SP
2555;TRT GOIANIA, GO
2558;MESSEJANA, CE
2569;MINISTERIO PUBLICO, TO
2658;PREF MUN PATO BRANCO, PR
2681;JUST TRABALHO RIBEIRAO PRETO, SP
2682;TRT CORONEL FABRICIANO, MG
2683;JUSTICA FEDERAL ARARAQUARA, SP
2684;PETROBRAS RIO, RJ                  
2685;TRT 23A REGIAO CUIABA, MT
2686;TRT 11A REGIAO, AM
2687;ITAIPU CURITIBA, PR
2688;FORUM UMUARAMA, PR
2689;JUSTICA FEDERAL PONTA GROSSA, PR
2695;JUSTICA DO TRABALHO UMUARAMA, PR
2696;TRT TERESINA, PI
2697;JUST TRABALHO CAMPO MOURAO, PR
2699;SESC SENAC NACIONAL, RJ
2700;PACO MUN SAO BERNARDO CAMPO, SP
2701;JUSTICA FEDERAL LAGES, SC
2702;SAUL ELKIND, PR
2703;JUSTICA FEDERAL PELOTAS, RS
2704;JUSTICA FEDERAL RIO GRANDE, RS
2705;JUSTICA FEDERAL ITAJAI, SC
2706;JUST TRABALHO PONTA GROSSA, PR
2707;PREF MUN JARAGUA DO SUL, SC
2708;TRT 6A REGIAO, PE
2709;JUSTICA DO TRABALHO PARANAVAI, PR
2710;DIAMANTINO, MT
2711;FORUM ESTADUAL DE LONDRINA, PR
2712;GARAVELO, GO
2714;JUSTICA FEDERAL JARAGUA DO SUL, SC
2715;EXTREMA, MG
2716;JUST TRABALHO PORTO ALEGRE, RS
2717;FORUM RECIFE, PE
2718;TRABALHADOR, PE                    
2719;CHESF, PE
2720;JUSTICA FEDERAL TRES LAGOAS, MS
2721;TECNOLOGIA SAO PAULO, SP
2722;SANASA CAMPINAS, SP
2723;TRT PATOS DE MINAS, MG
2725;PLATAFORMA HABITACAO CENTRO GAUCHO
2726;SANTA CASA DE MISERICORDIA, SP     
2728;BERTIOGA, SP
2729;JUSTICA DO TRABALHO GUARAPUAVA, PR
2730;JUST TRAB SAO JOSE DOS CAMPOS, SP
2731;PREF MUN LONDRINA, PR
2732;TRT NITEROI, RJ
2733;AGU, DF
2734;LUIS EDUARDO MAGALHAES, BA
2735;SEGMENTO PUBLICO ALAGOAS, AL
2736;JUSTICA DO TRABALHO BAGE, RS
2737;ITAU DE MINAS, MG
2738;RIO DAS OSTRAS, RJ
2740;JUSTICA DO TRABALHO PELOTAS, RS
2741;CASSIANO RICARDO, SP
2742;JUSTICA FEDERAL JAU, SP
2743;SANTO ANTONIO DO MONTE, MG
2744;VARA DO TRABALHO CONGONHAS, MG
2746;JF BRAGANCA PAULISTA, SP
2747;PREF MUN JUNDIAI, SP
2748;JATUARANA, RO
2749;JUSTICA DO TRABALHO RIO GRANDE, RS
2750;TRT, SE
2751;JUSTICA FEDERAL LAJEADO, RS        
2753;PLATAFORMA HABITACAO SERRA GAUCHA
2755;ROLIM DE MOURA, RO
2756;SORRISO, MT
2757;CAMPOLIM, SP
2758;MACAIBA, RN
2759;PREF MUN FRANCISCO MORATO, SP
2760;JUSTICA TRABALHO S J RIO PRETO, SP
2761;UNIVERSIDADE FEDERAL ALAGOAS, AL
2763;ALEMG, MG
2764;BASE AEREA DE CANOAS, RS
2765;JF SAO JOAO DA BOA VISTA, SP
2766;JEF SAO PAULO, SP
2767;JUSTICA DO TRABALHO SOROCABA, SP
2768;TRT TEOFILO OTONI, MG
2770;PREF MUN DIVINOPOLIS, MG
2771;JUST TRAB RIBEIRAO DAS NEVES, MG
2773;TRT ARAGUARI, MG
2774;ASSEMBLEIA LEGISLATIVA DO PIAUI
2775;IBIRAMA, SC
2776;CORRENTE, PI
2777;BOM JESUS DOS PERDOES, SP
2778;MESTRE VITALINO, PE
2779;BOCAIUVA, MG
2780;BOM JESUS, PI
2781;JUSTICA DO TRABALHO ITABIRA        
2782;ESMERALDAS, MG
2783;PIMENTA BUENO, RO
2785;PROMISSAO, SP
2786;EMBRAER, SP
2787;JUST TRAB PRESIDENTE PRUDENTE, SP
2788;JUSTICA FEDERAL IMPERATRIZ, MA     
2789;BOULEVARD FINANCEIRO, BA
2790;JUSTICA DO TRABALHO ASSIS, SP
2791;JUSTICA FEDERAL SANTO ANDRE, SP
2792;GOVERNO SERRA GAUCHA
2794;GOVERNO VALE DO SINOS
2799;TRT BARRA DO PIRAI, RJ
2801;JUSTICA FEDERAL MACAPA, AP
2802;CENTRO ADMINISTRATIVO, AP          
2805;TRT APARECIDA DE GOIANIA, GO
2806;TRT 8A REGIAO/BELEM, PA
2807;SAO JOSE, AP
2808;BRUMADINHO, MG
2809;SENADOR DANTAS, RJ
2810;ITATIAIA, RJ
2811;CEASA, RJ
2812;ARAGUATINS, TO
2813;FUMEC, MG
2814;TERRACAP, DF
2815;TAIO, SC
2816;BARRA VELHA, SC
2817;JUSTICA FEDERAL JOACABA, SC
2818;CONDOMINIO DOS CONSTRUTORES, PB
2820;GOVERNO EXTREMO SUL
2821;COPASA, MG
2822;GOVERNO PORTO ALEGRE
2823;FORUM TERESINA, PI
2824;SAO FRANCISCO DO CONDE, BA
2825;HOSPITAL UNIVERSITARIO LONDRINA, PR
2827;AMAZONAS ENERGIA, AM
2829;FORCA SINDICAL, SP
2830;FORUM SOCIAL J FEDERAL CAMPINAS, SP
2831;PREF MUN AMERICANA, SP
2832;PGR, DF
2833;PREF MUN ARARANGUA, SC
2834;ROSARIO, RJ
2835;GOVERNO NORTE GAUCHO
2836;AMAERJ, RJ
2837;PORTAL DOS SERTOES, MG
2838;BARAO DE COCAIS, MG
2839;BOITUVA, SP
2841;SESI, AM
2842;TRES VENDAS, RS
2843;QUIXERAMOBIM, CE
2844;GOVERNO CENTRO GAUCHO
2845;JUSTICA FEDERAL TUBARAO, SC
2846;PLATAFORMA HABITACAO EXTREMO SUL
2848;NACOES, RO
2849;SAAE SOROCABA, SP
2850;DIAS D AVILA, BA
2851;FORUM PRESIDENTE CASTELO BRANCO,CE
2852;POLICIA FEDERAL, SP
2853;BAIRRO CIDADE NOVA, AM
2854;TRT UBERABA, MG
2855;SERRARIA, SP
2856;TRT 2A REGIAO, SP
2857;PAVILHAO DE SAO CRISTOVAO, RJ
2859;UNIFRA, RS
2860;AEROPORTO INTERNACIONAL VIRACOPOS
2861;JARDIM DO TREVO, SP
2862;BERRINI, SP
2863;PEDRA BRANCA, PR
2864;FAZENDA RIO GRANDE, PR
2865;VARA DO TRABALHO DE LAVRAS, MG
2866;PLATAFORMA HABITACAO PORTO ALEGRE
2869;BRAZ CUBAS, SP
2870;EDEN, SP
2871;GLICERIO, SP
2872;VILA GILDA, SP
2873;25 DE JANEIRO, SP
2874;JUSTICA FEDERAL OURINHOS, SP
2875;JUSTICA DO TRABALHO SANTOS, SP
2876;ENCRUZILHADA DO SUL, RS
2877;JOHN DEERE, RS
2878;TRT, MS
2879;SHOPPING FREI CANECA, SP
2880;NOVA TIETE, SP
2881;AVENIDA PRESIDENTE VARGAS, SP
2882;CIDADE ALTA, SP
2883;SOUSAS, SP
2884;JARDIM PEROLA, SP
2885;ANHANGUERA DE SUMARE, SP
2886;SHOPPING UNIMART, SP
2887;ESTADOS UNIDOS, SP
2888;JARDIM FRANCA, SP
2889;VARZEA DA PALMA, MG
2890;JUSTICA DO TRABALHO RIO DE JANEIRO
2891;JAGUARUNA, SC
2892;SOMBRIO, SC
2893;LUCIO COSTA, DF
2894;PINHALZINHO, SC
2896;DIONISIO CERQUEIRA, SC
2897;FRANCESES, AM
2898;MAZZAROPI, SP
2899;BRIGADEIRO, SP
2900;JACATUBA, SP
2901;BAETA NEVES, SP
2902;VISTA VERDE, SP
2903;PRACA DA LIBERDADE, SP
2904;BARAO DE MESQUITA, RJ
2905;NEW YORK CITY CENTER, RJ
2906;TIJUCA, RJ
2908;MIRANTE DO CASTELO, SP
2909;ARTUR NOGUEIRA, SP
2910;CIDADE AZUL, SP
2911;RUA HENRIQUE SCHAUMANN, SP
2912;CARDEAL ARCOVERDE, RJ
2913;AMERICAS, RJ
2914;PARATY, RJ
2915;PIO X, RJ
2917;ITABAIANINHA, SE
2918;CANUDOS, RS
2919;AGUAS DE SARANDI, PR
2920;VILA YARA, SP
2921;CATEDRAL OSASCO, SP
2922;BELVEDERE, MG
2923;BURITIS, MG
2924;ANALIA FRANCO, SP
2925;CAMPO DE MARTE, SP
2926;VILA OLIMPIA, SP
2927;GOPOUVA, SP
2928;JOAO DIAS, SP
2929;LARGO SAO MATEUS, SP
2930;PEDRO LESSA, SP
2931;TRT 9 REGIAO, PR
2932;JEF CURITIBA, PR
2933;MIGUEL DE FRIAS, RJ
2934;PRACA DA BIBLIA, SP
2935;PARQUE INDUSTRIAL, SP
2936;CARIJOS, SP
2937;ECOVILLE, PR
2939;TJ SEDE MAUA, PR
2940;JOAQUIM DE OLIVEIRA, MG
2941;TURIASSU, SP
2942;PARQUE DA MOOCA, SP
2943;JUSTICA DO TRABALHO MOSSORO, RN
2944;JUSTICA DO TRABALHO SAO CARLOS, SP
2945;JF SAO JOSE DOS CAMPOS, SP
2946;NOVO SHOP CENTER RIBEIRAO PRETO, SP
2947;MOGIANA, SP
2948;VILA TIBERIO, SP
2949;AVENIDA DOM PEDRO I, SP
2950;TRF JUNDIAI, SP
2951;FRANCISCO MORATO, SP
2952;NORTE-SUL, SP
2953;AVENIDA ZELINA, SP
2954;ARMANDO LOMBARDI, RJ
2955;RUA AMARAL COSTA, RJ
2956;PRACA MAUA, RJ
2957;PREFEITURA MUNICIPAL PARANAVAI, PR
2958;UVARANAS, PR
2960;PRESIDENTE KENNEDY, SP
2961;TERMINAL BARRA FUNDA, SP
2962;IGUATEMI, SP
2963;AMADOR BUENO, SP
2964;JARDIM BRASIL, SP
2965;VILA DOS LAVRADORES, SP
2966;BARAO GERALDO, SP
2967;MONSENHOR ALBINO, SP
2968;SERRA DO JAPI, SP
2969;AV PORTUGAL, SP
2970;FAMA, GO
2971;MANACAPURU, AM
2973;SHOPPING GRANDE RIO, RJ
2974;ALTO MARACANA, PR
2975;TINGUI, PR
2976;JARU, RO
2977;PRADA, SP
2978;VILA ASSIS, SP
2979;RIO MAINA, SC
2980;COMPENSA, AM
2981;ARAGUAIA, GO
2982;AVENIDA GUILHERME FERREIRA, MG
2983;LAGOA DO NADO, MG
2984;CELSO FURTADO, MG
2985;PANTANEIRA, MT
2986;POLO DA MODA, MG
2987;RAIZ, AM
2988;EXPEDICIONARIOS, SP
2989;AVENIDA DUQUE, SP
2990;AVENIDA ZELIA, SP
2991;SHOPPING PETROLINA, PE
2992;ALAMEDA PAULISTA, SP
2993;AVENIDA NOSSA SENHORA, SP
2994;DOMINGOS DE MORAES, SP
2995;MARACATINS, SP
2996;CIDADE DO SOL, SP
2997;CIDADE INDUSTRIAL, PR
2998;SERGIPE DEL REY, SE
2999;JUSTICA FEDERAL JACAREZINHO, PR
3000;GOYAZES, GO
3001;CIDADE DE SANTA MARIA, DF
3002;GUARA II, DF
3003;PRACA DA REVOLUCAO, BA
3004;SENADOR VERGUEIRO, SP
3005;SHOPPING SUZANO, SP
3006;BORGES LAGOA, SP
3007;REAL PARQUE, SP
3008;AVENIDA CARLOS BOTELHO, SP
3009;CIDADE SAO PAULO, SP
3010;BRIGADEIRO LUIS ANTONIO-JARDINS, SP
3011;FORUM RUY BARBOSA, SP
3012;PARQUE SAO DOMINGOS, SP
3013;AVENIDA RUI BARBOSA, SP
3014;IPOJUCA, PE
3015;PRAZERES, PE
3016;CAPITAL DO FORRO, PE
3017;CAMARAGIBE, PE
3018;ARRECIFES, PE
3019;SERRA DA CANTAREIRA, SP
3020;ANTONIO AGU, SP
3021;PAULICEIA, SP
3022;PIRATININGA, RJ
3023;ALMIRANTE GONCALVES, RJ
3024;DOWNTOWN, RJ
3025;ITAPARICA, ES
3026;QUINTINO BOCAIUVA, MG
3027;ASA BRANCA, RR
3028;SHOPPING SAO GONCALO, RJ
3029;OSCAR VIDAL, MG
3030;JF CACHOEIRO DE ITAPEMIRIM, ES
3032;AV BRASIL, SP
3033;TUTOIA, SP
3034;JUSTICA FEDERAL OSASCO, SP
3035;RIACHO FUNDO, DF
3036;JUSTICA FEDERAL PATO BRANCO, PR
3037;CERRADO, GO
3038;JUSTICA FEDERAL PARANAGUA, PR
3039;ALVARES PENTEADO, SP
3040;BOULEVARD, AM
3041;SANTA MENA, SP
3042;ESTACAO, SP
3043;SUL DAS GERAES, MG
3044;VEREDAS, MG
3045;NOVA AUGUSTA, SP
3046;PAULINIA SHOPPING, SP
3047;CONDE DO PINHAL, SP
3048;AFONSO PENA, SP
3049;NOVA FARIA LIMA, SP
3050;HELENA MARIA, SP
3051;MONTEIRO DE MELO, SP
3052;AGUAS LINDAS, GO
3053;LIBERO BADARO, SP
3055;CHACARA SANTO ANTONIO, SP
3056;RUA DIREITA, SP
3057;MADUREIRA SHOPPING, RJ
3058;TRT SANTO ANGELO, RS
3059;VILA DOS REMEDIOS, SP
3060;BAIRRO CIDADE ALTA, RS
3061;VINTE DE SETEMBRO, RS
3062;MARCOPOLO, RS
3063;PLANALTO GAUCHO, RS
3064;TERRA DO SAL, RN
3065;JUIZ DE FORA, MG
3066;PREFEITURA MUNICIPAL UMUARAMA, PR
3068;MADRE LEONIA, PR
3069;JUSTICA DO TRABALHO ROLANDIA, PR
3071;SEROPEDICA, RJ
3072;TIRADENTES, RJ
3073;TORRE ALMIRANTE, RJ
3075;MPDFT, DF
3076;UEL, PR
3077;ATIRADORES, SC
3078;SAO JOSE DA TERRA FIRME, SC
3079;PEDRO MIRANDA, PA
3080;CORPORATIVO INFRAESTRUTURA
3081;LITORAL PLAZA SHOPPING, SP
3082;OTACILIO COSTA, SC
3083;TRT PARANAGUA, PR
3084;JARDIM CAMBURI, ES
3086;CIDADE OCIAN, SP
3087;INTERNACIONAL SHOPPING GUARULHOS,SP
3088;CHACARA FLORA, SP
3089;DIANOPOLIS, TO
3090;EMPRESARIAL BAURU, SP
3091;UCS, RS
3092;SHOPPING BAY MARKET, RJ
3093;PEREIRA PASSOS, RJ
3094;EMPRESARIAL CAMPINAS, SP
3095;DISTRITO DE MOREIRA CESAR, SP
3096;JEF MOGI DAS CRUZES, SP
3097;FUNCHAL, SP
3098;CASA DO CIDADAO, ES
3099;NOVA PACAEMBU, SP
3100;SAO QUIRINO, SP
3101;BURITIZAL, AP
3102;SANTA ANA, AP
3103;EMPRESARIAL IPIRANGA, SP
3104;EMPRESARIAL JUNDIAI, SP
3105;PECHINCHA , RJ
3106;RUA DA PASSAGEM, RJ
3107;NOVA ACLIMACAO, SP
3108;AVENIDA ORATORIO, SP
3109;JEF BOTUCATU, SP
3110;JUIZADO ESPECIAL FEDERAL AVARE, SP
3111;JORNALISTA ROBERTO MARINHO, RJ
3112;NOSSA SENHORA DE LOURDES, RS
3113;ALTO URUGUAI, RS
3114;OURO PRETO DO OESTE, RO
3115;SHOPPING MONTES CLAROS, MG
3116;VICENTE RAO, SP
3117;METRO SAUDE, SP
3118;BORDA DO CAMPO, SP
3119;TUIUIU, MT
3120;PACO DO LUMIAR, MA
3121;BALSAS, MA
3122;ABREU E LIMA, PE
3123;PIONEIROS, PR
3124;SAO JOAO CLIMACO, SP
3125;JARDIM SANTO ANTONIO, SP
3126;ZE DOCA, MA
3127;PARQUE DO POVO, SP
3128;VILA MANCHESTER, SP
3129;CONAB, DF
3130;BOEHMERWALD, SC
3131;ATAULFO DE PAIVA, RJ
3132;COBILANDIA, ES
3133;STF, DF
3134;MORADA NOVA, CE
3135;JUSTICA FEDERAL LIMOEIRO NORTE, CE
3136;SENADOR CANEDO, GO
3137;VASCO DA GAMA, BA
3138;PRINCESA DO SERTAO, BA
3139;LARANJEIRAS DA SERRA, ES
3140;PATRIA NOVA, RS
3141;25 DE JULHO, RS
3142;IGARA, RS
3143;BARCARENA, PA
3144;VIA PARK, MS
3145;PARAUAPEBAS, PA
3146;NORTE SHOPPING, RJ
3147;03 DE OUTUBRO, RJ
3148;CIDADE NOBRE, MG
3149;BIXIGA, SP
3150;VARGEM GRANDE PAULISTA, SP
3151;RIO TOCANTINS, MA
3152;RONDON PACHECO, MG
3153;GOVERNO DO ESTADO DO PARANA, PR
3154;EMPRESARIAL PAULISTA, SP
3155;SHOPPING ESTACAO BH, MG
3156;PARANA PREVIDENCIA, PR
3157;SANEPAR/MARINGA, PR
3158;SANEPAR/CURITIBA/PR
3160;GARCIA, SC
3161;PARQUE MARIA HELENA, SP
3162;TJ ESTADO DO PARANA, PR
3163;CEASA, PR
3164;MATINHOS, PR
3165;POLICIA MILITAR DO PARANA, PR
3166;BARRA SHOPPING, RJ
3167;COHAPAR, PR
3168;PIRAI DO SUL, PR
3169;PREF MUN GUARATUBA, PR
3170;CIDADE GAUCHA, PR
3171;PONTAL DO CERRADO, MG
3172;UNICENTRO, PR
3173;IMBITUVA, PR
3174;CORDEIRO, RJ
3175;ARAPOTI, PR
3176;PREFEITURA MUN GUARAQUECABA, PR
3177;HOSPITAL UNIVERSITARIO MARINGA, PR
3178;UEM, PR
3179;CIDADE DAS FONTES, MG
3180;JARDIM GIANETTI, SP
3181;UNIOESTE, PR
3182;HOSPITAL UNIVERSITARIO CASCAVEL, PR
3183;PAULO VI, BA
3185;SANEPAR/LONDRINA, PR
3186;UEPG, PR
3187;SHOPPING BOULEVARD RIO, RJ
3188;SHOPPING PENHA, SP
3189;NOVO GAMA, GO
3190;MUIRAQUITA, PA
3191;METRO CONCEICAO, SP
3192;PARAGOMINAS, PA
3193;VEREADOR JOSE DINIZ, SP
3194;BREVES, PA
3195;JUIZADO ESP FEDERAL CATANDUVA, SP
3196;TABATINGA, AM
3197;PONTE SAO JOAO, SP
3198;JARDIM IGUATEMI, SP
3199;JE FEDERAL ARACAJU, SE
3200;MARITUBA, PA
3201;EUCLIDES DA CUNHA, BA
3202;SACRAMENTA, PA
3203;JORGE AMADO, BA
3204;SEABRA, BA
3205;ALEIXO, AM
3206;SHOPPING CAMACARI, BA
3208;SERRA DE BRAGANCA, SP
3209;CAPITAL DO AGRESTE, AL
3210;DEODATO, SP
3211;LUIS GOIS, SP
3212;ILHA DE SANTO AMARO, SP
3213;JUSTICA ESTADUAL DE ITUMBIARA, GO
3214;JUSTICA FEDERAL PONTA PORA, MS
3215;BREU BRANCO, PA
3216;GRAJAU, SP
3217;SILVA TELES, SP
3218;SANTO EDUARDO DE EMBU, SP
3219;CARVALHO LEAL, AM
3220;OLINDA, PE
3221;CANDIDES, MG
3223;PACO IMPERIAL, RJ
3224;FORUM SOCIAL JUST FEDERAL RECIFE,PE
3225;CINELANDIA, RJ
3228;JUSTICA DO TRABALHO RECIFE, PE
3229;CASTANHEIRA, PA
3230;CAMPO FORMOSO, BA
3231;SHOPPING BONSUCESSO, SP
3232;TAMANDARE, SP
3233;IPIRA, BA
3234;BAIRRO SANTA RITA, MG
3235;JUSTICA TRABALHO PASSO FUNDO, RS
3236;TEFE, AM
3237;ALBERTO BYINGTON, SP
3238;TOP SHOPPING, RJ
3239;PELINCA, RJ
3240;CANOAS SHOPPING, RS
3241;28 DE SETEMBRO, RJ
3242;MIDWAY SHOPPING, RN
3243;AV JUSCELINO KUBITSCHEK, SP
3244;PARQUE CHICO MENDES, SP
3245;MACENO, SP
3246;RUA SACADURA CABRAL, RJ
3247;SPO, DF
3248;CAMINHO DAS ARVORES, BA
3249;BOSQUE RODRIGUES ALVES, PA
3250;TACARUNA, PE
3251;JUSTICA FEDERAL CAMPO FORMOSO, BA
3252;RODOVIARIA, MS
3253;EMBU GUACU, SP
3254;JOAO RIBEIRO DE BARROS, SP
3255;GENERAL OSORIO, SP
3256;PORTAL DO MORUMBI, SP
3257;JAIARA , GO
3258;JUSTICA FEDERAL ANAPOLIS, GO
3259;JUSTICA FEDERAL JI-PARANA, RO
3260;MARCO DE BELEM, PA
3261;SHOPPING FORMOSA, PA
3262;VILA ANASTACIO, SP
3263;MATRINXA, MT
3264;GUAMA, PA
3265;JUSTICA FEDERAL VARGINHA, MG
3266;JUSTICA FEDERAL POUSO ALEGRE, MG
3267;PREFEITURA MUNICIPAL GOIANESIA, GO
3268;PREFEITURA MUNICIPAL DE BAGE, RS
3269;CONVENCAO, SP
3270;ANISIO HADDAD, SP
3271;RAPOSO TAVARES, SP
3272;VILA SAO JOSE, SP
3273;AVENIDA GUAJAJARAS, MA
3274;LUIZOTE, MG
3275;MANOEL URBANO, AC
3276;BOM JESUS DE CUIABA, MT
3277;VILA MADALENA, SP
3278;AVENIDA FRANCISCO MATARAZZO, SP
3279;JARDIM PRESIDENTE DUTRA, SP
3280;JARDIM ANGELA, SP
3281;JUREMA, CE
3282;PIRABEIRABA, SC
3283;PORTO DE GALINHAS, PE
3284;AVENIDA DAS CEREJEIRAS, SP
3285;JUSTICA FEDERAL GOV VALADARES, MG
3286;JUSTICA FEDERAL IPATINGA, MG
3287;ALTO DA PENHA, SP
3288;BERNARDINO DE CAMPOS, SP
3289;AGUIA DE HAIA, SP
3290;AGUAS DO PANTANAL, MT
3291;CORIFEU DE AZEVEDO MARQUES, SP
3292;FORUM APUCARANA, PR
3293;ILHA DO MEL, PR
3294;FRAGATA, RS
3295;AVENIDA SANTOS DUMONT, SP
3296;SAO VITO, SP
3297;JUSTICA DO TRABALHO MARILIA, SP
3298;ITAPEMA, SC
3299;BAIRRO COSTA E SILVA, SC
3300;CANHEMA, SP
3301;JUSTICA FEDERAL CANOAS, RS
3302;CIDADE DOS ARACAS, SP
3303;NOSSA SENHORA DA GLORIA, SE
3304;LAGOA DOURADA, PR
3305;LAGO DO TABOAO, SP
3306;SUMAREZINHO, SP
3307;PRAIA DE BOTAFOGO, RJ
3308;ITACIBA, ES
3309;JUSTICA DO TRABALHO TAGUATINGA, DF
3310;LAGO NORTE, DF
3311;SHOPPING DEL REY, MG
3312;JARDIM SAO LUIZ, SP
3313;JUSTICA FEDERAL LAGUNA, SC
3314;TOCANTINS, TO
3315;CARIRI, PB
3316;JF APARECIDA DE GOIANIA, GO        
3317;AEROPORTO DE CONGONHAS, SP
3318;ITIRAPINA, SP
3319;JUSTICA FEDERAL RIO VERDE, GO      
3320;ESTACAO EXPERIMENTAL, AC
3321;JUREIA, SP
3322;FRANCISCO DEROSSO, PR
3323;TRT BOA VISTA, RR
3324;AV CARLOS LACERDA, SP
3325;VILA REGENTE FEIJO, SP
3326;UBIRATA, PR
3327;ALTONIA, PR
3328;LARGO DE PINHEIROS, SP
3329;VILA SOCORRO, SP
3330;VILA MASCOTE, SP
3331;BOSQUE MAIA, SP
3333;PREFEITURA MUNICIPAL BOTUCATU, SP
3334;ILHABELA, SP
3336;SANTANA DE PARNAIBA, SP
3337;CORPORATIVO SAO PAULO
3338;AGUAS DO ARAGUAIA, MT
3339;TARAUACA, AC
3340;SENA MADUREIRA, AC
3341;RUA DOS ITALIANOS, SP
3342;BARREIRINHA, PR
3343;JUSTICA FEDERAL RIO DO SUL, SC
3344;AVENIDA PROFESSOR OSCAR PEREIRA, RS
3345;JUSTICA FEDERAL BRUSQUE, SC
3346;PRACA BARAO, SP
3347;CINCINATO BRAGA, SP
3348;TIBIRI, PB
3349;MANAUARA SHOPPING, AM
3350;ITAMONTE, MG
